,name,party,state,chamber,year,net_worth,pct_change
3158,Hansen Clarke (D-Mich),D,Mich,House,2012,338504,0.11348534887698847
756,Harry E Mitchell (D-Ariz),D,Ariz,House,2008,695506,
1308,Harry E Mitchell (D-Ariz),D,Ariz,House,2009,951507,0.3680787800536587
1928,Harry E Mitchell (D-Ariz),D,Ariz,House,2010,809007,-0.14976242949342466
537,Harry Reid (D-Nev),D,Nev,Senate,2008,4567527,
1123,Harry Reid (D-Nev),D,Nev,Senate,2009,4884528,0.06940320221423968
1686,Harry Reid (D-Nev),D,Nev,Senate,2010,6806026,0.3933845808643128
2287,Harry Reid (D-Nev),D,Nev,Senate,2011,4491031,-0.34013901798200596
2865,Harry Reid (D-Nev),D,Nev,Senate,2012,4372030,-0.026497479086650677
3426,Harry Reid (D-Nev),D,Nev,Senate,2013,4497029,0.02859060893909704
3980,Harry Reid (D-Nev),D,Nev,Senate,2014,4638027,0.031353589225241896
4482,Harry Reid (D-Nev),D,Nev,Senate,2015,4813027,0.037731561286728166
5031,Harry Reid (D-Nev),D,Nev,Senate,2016,4762021,-0.010597488856804671
1029,Harry Teague (D-NM),D,NM,House,2009,37102019,
512,Heath Shuler (D-NC),D,NC,House,2008,6520017,
1105,Heath Shuler (D-NC),D,NC,House,2009,5909013,-0.09371202559747926
1693,Heath Shuler (D-NC),D,NC,House,2010,6283512,0.06337758945529481
2268,Heath Shuler (D-NC),D,NC,House,2011,5791512,-0.0783001608017937
2831,Heath Shuler (D-NC),D,NC,House,2012,6167513,0.0649227697361241
578,Heather Wilson (R-NM),R,NM,House,2008,3312449,
3439,Heidi Heitkamp (D-ND),D,ND,Senate,2013,3890037,
3985,Heidi Heitkamp (D-ND),D,ND,Senate,2014,4467037,0.14832763801475402
4488,Heidi Heitkamp (D-ND),D,ND,Senate,2015,4525537,0.013095929136024642
5033,Heidi Heitkamp (D-ND),D,ND,Senate,2016,4455033,-0.01557914563509255
710,Henry A Waxman (D-Calif),D,Calif,House,2008,945512,
1276,Henry A Waxman (D-Calif),D,Calif,House,2009,1231510,0.3024795031686536
1881,Henry A Waxman (D-Calif),D,Calif,House,2010,1150510,-0.06577291292803145
2440,Henry A Waxman (D-Calif),D,Calif,House,2011,1207510,0.049543246038713296
3007,Henry A Waxman (D-Calif),D,Calif,House,2012,1199010,-0.007039279177812219
520,Henry Brown (R-SC),R,SC,House,2008,5939010,
1078,Henry Brown (R-SC),R,SC,House,2009,7912509,0.3322942712674335
1666,Henry Brown (R-SC),R,SC,House,2010,8613510,0.08859402245229675
724,Henry Cuellar (D-Texas),D,Texas,House,2008,862006,
1321,Henry Cuellar (D-Texas),D,Texas,House,2009,871506,0.011020804959594344
1959,Henry Cuellar (D-Texas),D,Texas,House,2010,589004,-0.32415382108671653
2476,Henry Cuellar (D-Texas),D,Texas,House,2011,902507,0.5322595432289086
3046,Henry Cuellar (D-Texas),D,Texas,House,2012,855006,-0.05263227875240861
3645,Henry Cuellar (D-Texas),D,Texas,House,2013,637006,-0.25496897097798144
4174,Henry Cuellar (D-Texas),D,Texas,House,2014,645507,0.013345243215919567
4662,Henry Cuellar (D-Texas),D,Texas,House,2015,888508,0.376449829358938
5207,Henry Cuellar (D-Texas),D,Texas,House,2016,483507,-0.45582144448896356
5815,Henry Cuellar (D-Texas),D,Texas,House,2017,197007,-0.5925457128852323
271,Henry Cuellar (D-Texas),D,Texas,House,2018,602008,2.0557695919434336
3526,Henry Waxman (D-Calif),D,Calif,House,2013,1751509,
433,Herb Kohl (D-Wis),D,Wis,Senate,2008,252145012,
1011,Herb Kohl (D-Wis),D,Wis,Senate,2009,197802011,-0.21552280796258627
1606,Herb Kohl (D-Wis),D,Wis,Senate,2010,173538010,-0.122668120901966
2180,Herb Kohl (D-Wis),D,Wis,Senate,2011,171257008,-0.013144106008821876
2745,Herb Kohl (D-Wis),D,Wis,Senate,2012,329913009,0.9264204884392235
672,Howard Coble (R-NC),R,NC,House,2008,1346503,
1232,Howard Coble (R-NC),R,NC,House,2009,1771812,0.3158619030184113
1806,Howard Coble (R-NC),R,NC,House,2010,2046052,0.15477940097482135
2383,Howard Coble (R-NC),R,NC,House,2011,2105172,0.028894671298676622
2924,Howard Coble (R-NC),R,NC,House,2012,2687615,0.2766724049151328
3453,Howard Coble (R-NC),R,NC,House,2013,3510795,0.30628642867374967
667,Howard L Berman (D-Calif),D,Calif,House,2008,1367020,
1292,Howard L Berman (D-Calif),D,Calif,House,2009,1082547,-0.20809717487673918
1874,Howard L Berman (D-Calif),D,Calif,House,2010,1181670,0.09156461567026652
2435,Howard L Berman (D-Calif),D,Calif,House,2011,1251120,0.058772753814516854
2930,Howard L Berman (D-Calif),D,Calif,House,2012,2544978,1.034159792825628
923,Howard P (Buck) Mckeon (R-Calif),R,Calif,House,2008,132500,
1570,Howard P (Buck) Mckeon (R-Calif),R,Calif,House,2009,0,-1.0
2098,Howard P (Buck) Mckeon (R-Calif),R,Calif,House,2010,117500,
882,Ike Skelton (D-Mo),D,Mo,House,2008,219002,
1459,Ike Skelton (D-Mo),D,Mo,House,2009,252507,0.15298947041579525
